epoch,train loss,train acc,val loss,val acc
0,1.4726995825767517,0.22916666666666666,1.2893370389938354,0.5
1,1.412371188402176,0.2682291666666667,1.3165555000305176,0.421875
2,1.4318810005982716,0.3046875,1.3078813552856445,0.5
3,1.403416355450948,0.2760416666666667,1.2579271793365479,0.46875
4,1.402827153603236,0.2604166666666667,1.3143137097358704,0.4375
5,1.3921795884768169,0.2682291666666667,1.3437469601631165,0.5
6,1.3681325217088063,0.265625,1.3264910578727722,0.34375
7,1.3699919482072194,0.3385416666666667,1.2603111267089844,0.5
8,1.3586131433645885,0.3776041666666667,1.3151068687438965,0.53125
9,1.3335586090882618,0.3880208333333333,1.3225332498550415,0.5625
