epoch,train loss,train acc,val loss,val acc
0,1.448266824086507,0.23177083333333334,1.3542064428329468,0.359375
1,1.44416148463885,0.265625,1.338320255279541,0.328125
2,1.5020337204138439,0.2682291666666667,1.238046109676361,0.53125
3,1.4702649215857189,0.234375,1.2314796447753906,0.53125
4,1.4716233710447948,0.2760416666666667,1.6888600587844849,0.1875
5,1.4182854096094768,0.2552083333333333,1.2445268034934998,0.53125
6,1.3853694299856822,0.2760416666666667,1.566588282585144,0.15625
7,1.3961299061775208,0.2916666666666667,1.3711704015731812,0.359375
8,1.356419175863266,0.3515625,1.333164393901825,0.5
9,1.3627776304880779,0.3151041666666667,1.3155261278152466,0.515625
