epoch,train loss,train acc,val loss,val acc
0,1.354255098681296,0.3395161290322581,1.3471216360727947,0.3472222222222222
1,1.3431243527320122,0.3431451612903226,1.3202060461044312,0.3836805555555556
2,1.2246600635590092,0.43790322580645163,1.0993217262956831,0.4756944444444444
3,1.09100838745794,0.5247983870967742,0.9836690425872803,0.5625
4,0.9890484836793715,0.5695564516129032,0.9539197285970052,0.5815972222222222
5,0.9265757899130544,0.613508064516129,0.8822100857893626,0.6336805555555556
6,0.8487840150633166,0.645766129032258,0.7989601194858551,0.6684027777777778
7,0.8102163514783306,0.660483870967742,0.7301924824714661,0.71875
8,0.7686638657123812,0.6889112903225807,0.728604171011183,0.7274305555555556
9,0.7456911087036133,0.6955645161290323,0.7146209362480376,0.7309027777777778
