epoch,train loss,train acc,val loss,val acc
0,1.4639679392178853,0.24479166666666666,1.2692360877990723,0.578125
1,1.471782386302948,0.2421875,1.2757116556167603,0.421875
2,1.488697499036789,0.22135416666666666,1.294166386127472,0.40625
3,1.4221557875474293,0.2734375,1.3054916262626648,0.390625
4,1.4125670591990154,0.2578125,1.3680488467216492,0.21875
5,1.362289031346639,0.2994791666666667,1.2003101110458374,0.53125
6,1.3808678189913433,0.3151041666666667,1.2926832437515259,0.5
7,1.3451407551765442,0.3385416666666667,1.2508817315101624,0.53125
8,1.3376480440298717,0.3515625,1.2600387930870056,0.5
9,1.3475301961104076,0.3307291666666667,1.2708512544631958,0.5
