epoch,train loss,train acc,val loss,val acc
33,0.5738604008190094,0.7784274193548387,0.6661874660187297,0.7378472222222222
34,0.5681802749633789,0.7806451612903226,0.6043874224026998,0.7673611111111112
35,0.569607005580779,0.775,0.5183724756870005,0.8055555555555556
36,0.538579180355995,0.7897177419354838,0.49754130178027683,0.7934027777777778
37,0.5556390098506404,0.785483870967742,0.47818439288271797,0.8229166666666666
38,0.5342139957412597,0.7935483870967742,0.5636679360436069,0.7986111111111112
39,0.5243206114538255,0.7967741935483871,0.5050886794924736,0.8246527777777778
40,0.5119131399739173,0.803024193548387,0.4591900155776077,0.8263888888888888
41,0.5232263779447924,0.7959677419354839,0.45683502819803024,0.8350694444444444
42,0.4932383693033649,0.8102822580645161,0.5033064099649588,0.828125
43,0.5086090490702659,0.8014112903225806,0.4237429222298993,0.8472222222222222
44,0.48891817081359124,0.8100806451612903,0.43560756080680424,0.8454861111111112
45,0.4753796876438202,0.8179435483870968,0.5062862609823545,0.828125
46,0.46216958948981857,0.8201612903225807,0.555277177443107,0.8142361111111112
47,0.4614636092657043,0.8153225806451613,0.4610455069277022,0.8315972222222222
48,0.4723551922267483,0.8147177419354839,0.4289804895718892,0.8315972222222222
49,0.44968375366541646,0.8318548387096775,0.4183349965347184,0.8246527777777778
50,0.44000752443267455,0.8207661290322581,0.4980503229631318,0.8368055555555556
51,0.4323026709018215,0.8318548387096775,0.60153098585498,0.7899305555555556
52,0.4348674742444869,0.8318548387096775,0.4426568237443765,0.8420138888888888
53,0.4202716596664921,0.8419354838709677,0.38779394928779864,0.8611111111111112
54,0.3981270642410363,0.8469758064516129,0.46001373003754353,0.8402777777777778
55,0.396745781360134,0.8461693548387097,0.4032706916332245,0.8541666666666666
56,0.42404214172594007,0.8346774193548387,0.42384034146865207,0.8420138888888888
57,0.38855902235354145,0.8580645161290322,0.3835977336598767,0.8524305555555556
58,0.3805577653550333,0.854233870967742,0.43945887353685165,0.84375
59,0.37731339969942645,0.8538306451612904,0.43726416635844445,0.8385416666666666
60,0.3689089067520634,0.8594758064516129,0.4352434145079719,0.8350694444444444
61,0.3686944470290215,0.8572580645161291,0.4483964782622125,0.8402777777777778
62,0.35204808955952044,0.8661290322580645,0.4088552449312475,0.8506944444444444
63,0.34746654139411065,0.8671370967741936,0.3736504606074757,0.8628472222222222
64,0.34520171996085874,0.8717741935483871,0.4134413202603658,0.8420138888888888
65,0.3365760149494294,0.8709677419354839,0.4200199180179172,0.8732638888888888
66,0.32309728995446235,0.873991935483871,0.4019464428226153,0.859375
67,0.33311187499953854,0.8762096774193548,0.4082079240017467,0.8368055555555556
68,0.33500951615072067,0.8754032258064516,0.41642058288885486,0.8524305555555556
69,0.2984962584510926,0.8885080645161291,0.4043911041484939,0.8576388888888888
70,0.30948574970806797,0.8848790322580645,0.3820398797591527,0.8576388888888888
71,0.30712984000002186,0.8860887096774194,0.3948383277489079,0.8489583333333334
72,0.2941083433294308,0.8877016129032258,0.4084578678011894,0.8506944444444444
73,0.2962380733371021,0.884475806451613,0.396095080094205,0.8645833333333334
74,0.3069317910940416,0.8840725806451613,0.3609170408712493,0.875
75,0.29135500298392386,0.8911290322580645,0.3970617407725917,0.8454861111111112
76,0.30368406066010073,0.8862903225806451,0.3672289467520184,0.8506944444444444
77,0.28203660613526743,0.8921370967741935,0.3315555974841118,0.8854166666666666
78,0.2737238940812888,0.8979838709677419,0.34660568181425333,0.8836805555555556
79,0.269442366640414,0.8943548387096775,0.33813540058003533,0.8732638888888888
80,0.2714312716327127,0.8979838709677419,0.3569798084596793,0.8663194444444444
81,0.27672429916358765,0.8979838709677419,0.370968784723017,0.8576388888888888
82,0.2642448889632379,0.9006048387096774,0.3595065222018295,0.8611111111111112
83,0.25374015357585683,0.9106854838709677,0.3587050268219577,0.8645833333333334
84,0.24184297480650485,0.9096774193548387,0.3782593210538228,0.8472222222222222
85,0.2348108258639132,0.9120967741935484,0.3617961793724034,0.8680555555555556
86,0.24929847736512462,0.907258064516129,0.35846469261580044,0.8732638888888888
87,0.2616121276732414,0.90625,0.3532688261734115,0.8611111111111112
88,0.23279738084923837,0.9153225806451613,0.35921910736295914,0.8697916666666666
89,0.23357547957810662,0.9155241935483871,0.3631551501651605,0.8628472222222222
90,0.2319107293601959,0.916733870967742,0.3497949226035012,0.8784722222222222
91,0.22859181851869628,0.9131048387096774,0.357280143433147,0.8836805555555556
92,0.24498880264018813,0.910483870967742,0.3487640002535449,0.8784722222222222
93,0.23584407791495324,0.9078629032258064,0.351179803825087,0.8836805555555556
94,0.24944902497433846,0.907258064516129,0.34832605636782116,0.8836805555555556
95,0.23170222035579144,0.9155241935483871,0.3525840979483392,0.8819444444444444
96,0.21562725964092438,0.9217741935483871,0.35385685827996993,0.8784722222222222
97,0.24613946726725947,0.915725806451613,0.3518139223257701,0.8802083333333334
98,0.24747599366932146,0.9082661290322581,0.35223651346233154,0.8802083333333334
99,0.22883569844247353,0.911491935483871,0.35238925740122795,0.8802083333333334
