steps,learning_rates_per_step
331,2.785413744740533e-05
332,2.79382889200561e-05
333,2.802244039270687e-05
334,2.8106591865357643e-05
335,2.819074333800841e-05
336,2.8274894810659184e-05
337,2.8359046283309952e-05
338,2.8443197755960728e-05
339,2.85273492286115e-05
340,2.861150070126227e-05
341,2.869565217391304e-05
342,2.877980364656381e-05
343,2.8863955119214585e-05
344,2.8948106591865357e-05
345,2.9032258064516126e-05
346,2.91164095371669e-05
347,2.9200561009817667e-05
348,2.928471248246844e-05
349,2.9368863955119215e-05
350,2.9453015427769984e-05
351,2.9537166900420756e-05
352,2.9621318373071524e-05
353,2.9705469845722297e-05
354,2.9789621318373072e-05
355,2.987377279102384e-05
356,2.9957924263674613e-05
357,3.0042075736325382e-05
358,3.0126227208976154e-05
359,3.0210378681626926e-05
360,3.0294530154277695e-05
361,3.037868162692847e-05
362,3.046283309957924e-05
363,3.0546984572230015e-05
364,3.063113604488078e-05
365,3.071528751753155e-05
366,3.079943899018233e-05
367,3.0883590462833096e-05
368,3.0967741935483865e-05
369,3.105189340813464e-05
370,3.113604488078541e-05
371,3.1220196353436185e-05
372,3.1304347826086954e-05
373,3.138849929873772e-05
374,3.14726507713885e-05
375,3.155680224403927e-05
376,3.164095371669004e-05
377,3.172510518934081e-05
378,3.180925666199158e-05
379,3.1893408134642355e-05
380,3.1977559607293124e-05
381,3.20617110799439e-05
382,3.214586255259467e-05
383,3.223001402524544e-05
384,3.231416549789621e-05
385,3.239831697054698e-05
386,3.248246844319776e-05
387,3.2566619915848526e-05
388,3.2650771388499295e-05
389,3.273492286115007e-05
390,3.281907433380084e-05
391,3.290322580645161e-05
392,3.2987377279102376e-05
393,3.307152875175315e-05
394,3.315568022440393e-05
395,3.3239831697054696e-05
396,3.3323983169705465e-05
397,3.3408134642356234e-05
398,3.349228611500701e-05
399,3.3576437587657785e-05
400,3.3660589060308554e-05
401,3.374474053295932e-05
402,3.382889200561009e-05
403,3.3913043478260867e-05
404,3.399719495091164e-05
405,3.408134642356241e-05
406,3.416549789621318e-05
407,3.424964936886395e-05
408,3.4333800841514724e-05
409,3.44179523141655e-05
410,3.450210378681627e-05
411,3.458625525946704e-05
412,3.4670406732117806e-05
413,3.475455820476858e-05
414,3.483870967741935e-05
415,3.4922861150070126e-05
416,3.5007012622720894e-05
417,3.509116409537166e-05
418,3.517531556802244e-05
419,3.525946704067321e-05
420,3.5343618513323976e-05
421,3.542776998597475e-05
422,3.551192145862552e-05
423,3.5596072931276296e-05
424,3.5680224403927065e-05
425,3.5764375876577833e-05
426,3.584852734922861e-05
427,3.593267882187938e-05
428,3.601683029453015e-05
429,3.610098176718092e-05
430,3.618513323983169e-05
431,3.6269284712482466e-05
432,3.6353436185133235e-05
433,3.643758765778401e-05
434,3.652173913043478e-05
435,3.660589060308555e-05
436,3.6690042075736324e-05
437,3.677419354838709e-05
438,3.685834502103787e-05
439,3.694249649368864e-05
440,3.7026647966339406e-05
441,3.711079943899018e-05
442,3.719495091164095e-05
443,3.727910238429172e-05
444,3.7363253856942494e-05
445,3.744740532959326e-05
446,3.753155680224404e-05
447,3.761570827489481e-05
448,3.769985974754558e-05
449,3.7784011220196345e-05
450,3.786816269284712e-05
451,3.7952314165497896e-05
452,3.8036465638148664e-05
453,3.812061711079944e-05
454,3.82047685834502e-05
455,3.828892005610098e-05
456,3.837307152875175e-05
457,3.845722300140252e-05
458,3.85413744740533e-05
459,3.862552594670406e-05
460,3.8709677419354835e-05
461,3.879382889200561e-05
462,3.887798036465638e-05
463,3.8962131837307155e-05
464,3.904628330995792e-05
465,3.913043478260869e-05
466,3.921458625525946e-05
467,3.9298737727910237e-05
468,3.938288920056101e-05
469,3.9467040673211774e-05
470,3.955119214586255e-05
471,3.963534361851332e-05
472,3.9719495091164094e-05
473,3.980364656381487e-05
474,3.988779803646563e-05
475,3.997194950911641e-05
476,4.0056100981767176e-05
477,4.014025245441795e-05
478,4.022440392706873e-05
479,4.030855539971949e-05
480,4.0392706872370264e-05
481,4.047685834502103e-05
482,4.056100981767181e-05
483,4.0645161290322584e-05
484,4.0729312762973346e-05
485,4.081346423562412e-05
486,4.089761570827489e-05
487,4.0981767180925666e-05
488,4.1065918653576435e-05
489,4.1150070126227203e-05
490,4.123422159887798e-05
491,4.131837307152875e-05
492,4.140252454417952e-05
493,4.148667601683029e-05
494,4.157082748948106e-05
495,4.165497896213183e-05
496,4.1739130434782605e-05
497,4.182328190743338e-05
498,4.190743338008415e-05
499,4.199158485273492e-05
500,4.207573632538569e-05
501,4.215988779803646e-05
502,4.224403927068724e-05
503,4.232819074333801e-05
504,4.2412342215988775e-05
505,4.2496493688639544e-05
506,4.258064516129032e-05
507,4.2664796633941095e-05
508,4.2748948106591864e-05
509,4.283309957924263e-05
510,4.29172510518934e-05
511,4.300140252454418e-05
512,4.308555399719495e-05
513,4.316970546984572e-05
514,4.325385694249649e-05
515,4.333800841514726e-05
516,4.3422159887798034e-05
517,4.35063113604488e-05
518,4.359046283309958e-05
519,4.367461430575034e-05
520,4.3758765778401116e-05
521,4.384291725105189e-05
522,4.392706872370266e-05
523,4.4011220196353436e-05
524,4.40953716690042e-05
525,4.4179523141654974e-05
526,4.426367461430575e-05
527,4.434782608695652e-05
528,4.4431977559607293e-05
529,4.4516129032258055e-05
530,4.460028050490883e-05
531,4.4684431977559606e-05
532,4.4768583450210375e-05
533,4.485273492286115e-05
534,4.493688639551191e-05
535,4.502103786816269e-05
536,4.5105189340813464e-05
537,4.518934081346423e-05
538,4.527349228611501e-05
539,4.535764375876577e-05
540,4.5441795231416546e-05
541,4.5525946704067314e-05
542,4.561009817671809e-05
543,4.5694249649368865e-05
544,4.577840112201963e-05
545,4.58625525946704e-05
546,4.594670406732117e-05
547,4.603085553997195e-05
548,4.611500701262272e-05
549,4.6199158485273485e-05
550,4.628330995792426e-05
551,4.636746143057503e-05
552,4.6451612903225805e-05
553,4.653576437587658e-05
554,4.661991584852734e-05
555,4.670406732117812e-05
556,4.6788218793828886e-05
557,4.687237026647966e-05
558,4.695652173913044e-05
559,4.70406732117812e-05
560,4.7124824684431975e-05
561,4.7208976157082744e-05
562,4.729312762973352e-05
563,4.737727910238429e-05
564,4.746143057503506e-05
565,4.754558204768583e-05
566,4.76297335203366e-05
567,4.7713884992987377e-05
568,4.7798036465638145e-05
569,4.7882187938288914e-05
570,4.796633941093968e-05
571,4.805049088359046e-05
572,4.8134642356241234e-05
573,4.8218793828892e-05
574,4.830294530154277e-05
575,4.838709677419354e-05
576,4.8471248246844316e-05
577,4.855539971949509e-05
578,4.863955119214586e-05
579,4.872370266479663e-05
580,4.88078541374474e-05
581,4.889200561009817e-05
582,4.897615708274895e-05
583,4.906030855539972e-05
584,4.9144460028050486e-05
585,4.9228611500701255e-05
586,4.931276297335203e-05
587,4.9396914446002806e-05
588,4.9481065918653575e-05
589,4.9565217391304343e-05
590,4.964936886395511e-05
591,4.973352033660589e-05
592,4.9817671809256657e-05
593,4.990182328190743e-05
594,4.9985974754558194e-05
595,5.007012622720897e-05
596,5.0154277699859745e-05
597,5.0238429172510514e-05
598,5.032258064516129e-05
599,5.040673211781205e-05
600,5.049088359046283e-05
601,5.05750350631136e-05
602,5.065918653576437e-05
603,5.074333800841515e-05
604,5.082748948106591e-05
605,5.0911640953716684e-05
606,5.099579242636746e-05
607,5.107994389901823e-05
608,5.1164095371669004e-05
609,5.1248246844319766e-05
610,5.133239831697054e-05
611,5.141654978962132e-05
612,5.1500701262272086e-05
613,5.158485273492286e-05
614,5.1669004207573623e-05
615,5.17531556802244e-05
616,5.183730715287517e-05
617,5.192145862552594e-05
618,5.200561009817672e-05
619,5.208976157082748e-05
620,5.2173913043478256e-05
621,5.2258064516129025e-05
622,5.23422159887798e-05
623,5.2426367461430576e-05
624,5.251051893408134e-05
625,5.2594670406732114e-05
626,5.267882187938288e-05
627,5.276297335203366e-05
628,5.2847124824684433e-05
629,5.2931276297335195e-05
630,5.301542776998597e-05
631,5.309957924263674e-05
632,5.3183730715287515e-05
633,5.326788218793829e-05
634,5.335203366058905e-05
635,5.343618513323983e-05
636,5.35203366058906e-05
637,5.360448807854137e-05
638,5.368863955119214e-05
639,5.377279102384291e-05
640,5.3856942496493686e-05
641,5.3941093969144454e-05
642,5.402524544179523e-05
643,5.4109396914446e-05
644,5.419354838709677e-05
645,5.4277699859747536e-05
646,5.436185133239831e-05
647,5.444600280504909e-05
648,5.4530154277699856e-05
649,5.4614305750350625e-05
650,5.4698457223001394e-05
651,5.478260869565217e-05
652,5.4866760168302945e-05
653,5.4950911640953713e-05
654,5.503506311360448e-05
655,5.511921458625525e-05
656,5.5203366058906026e-05
657,5.52875175315568e-05
658,5.537166900420757e-05
659,5.545582047685834e-05
660,5.553997194950911e-05
661,5.5624123422159884e-05
662,5.570827489481066e-05
663,5.579242636746143e-05
664,5.58765778401122e-05
665,5.5960729312762966e-05
666,5.604488078541374e-05
667,5.612903225806451e-05
668,5.6213183730715285e-05
669,5.629733520336605e-05
670,5.638148667601682e-05
671,5.64656381486676e-05
672,5.654978962131837e-05
673,5.663394109396914e-05
674,5.6718092566619905e-05
675,5.680224403927068e-05
676,5.6886395511921456e-05
677,5.6970546984572225e-05
678,5.7054698457223e-05
679,5.713884992987376e-05
680,5.722300140252454e-05
681,5.730715287517531e-05
682,5.739130434782608e-05
683,5.747545582047686e-05
684,5.755960729312762e-05
685,5.7643758765778395e-05
686,5.772791023842917e-05
687,5.781206171107994e-05
688,5.7896213183730715e-05
689,5.798036465638148e-05
690,5.806451612903225e-05
691,5.814866760168302e-05
692,5.82328190743338e-05
693,5.831697054698457e-05
694,5.8401122019635334e-05
695,5.848527349228611e-05
696,5.856942496493688e-05
697,5.8653576437587654e-05
698,5.873772791023843e-05
699,5.882187938288919e-05
700,5.890603085553997e-05
701,5.8990182328190736e-05
702,5.907433380084151e-05
703,5.915848527349229e-05
704,5.924263674614305e-05
705,5.9326788218793824e-05
706,5.941093969144459e-05
707,5.949509116409537e-05
708,5.9579242636746144e-05
709,5.9663394109396906e-05
710,5.974754558204768e-05
711,5.983169705469845e-05
712,5.9915848527349226e-05
713,5.9999999999999995e-05
714,6.0084151472650764e-05
715,6.016830294530154e-05
716,6.025245441795231e-05
717,6.033660589060308e-05
718,6.042075736325385e-05
719,6.050490883590462e-05
720,6.058906030855539e-05
721,6.0673211781206165e-05
722,6.075736325385694e-05
723,6.084151472650771e-05
724,6.092566619915848e-05
725,6.100981767180925e-05
726,6.109396914446003e-05
727,6.11781206171108e-05
728,6.126227208976157e-05
729,6.134642356241234e-05
730,6.14305750350631e-05
731,6.151472650771387e-05
732,6.159887798036466e-05
733,6.168302945301542e-05
734,6.176718092566619e-05
735,6.185133239831696e-05
736,6.193548387096773e-05
737,6.201963534361851e-05
738,6.210378681626928e-05
739,6.218793828892005e-05
740,6.227208976157082e-05
741,6.235624123422159e-05
742,6.244039270687237e-05
743,6.252454417952314e-05
744,6.260869565217391e-05
745,6.269284712482468e-05
746,6.277699859747545e-05
747,6.286115007012623e-05
748,6.2945301542777e-05
749,6.302945301542776e-05
750,6.311360448807853e-05
751,6.31977559607293e-05
752,6.328190743338008e-05
753,6.336605890603085e-05
754,6.345021037868162e-05
755,6.353436185133239e-05
756,6.361851332398316e-05
757,6.370266479663394e-05
758,6.378681626928471e-05
759,6.387096774193548e-05
760,6.395511921458625e-05
761,6.403927068723702e-05
762,6.41234221598878e-05
763,6.420757363253857e-05
764,6.429172510518934e-05
765,6.43758765778401e-05
766,6.446002805049087e-05
767,6.454417952314166e-05
768,6.462833099579243e-05
769,6.47124824684432e-05
770,6.479663394109396e-05
771,6.488078541374473e-05
772,6.496493688639551e-05
773,6.504908835904628e-05
774,6.513323983169705e-05
775,6.521739130434782e-05
776,6.530154277699859e-05
777,6.538569424964936e-05
778,6.546984572230014e-05
779,6.555399719495091e-05
780,6.563814866760168e-05
781,6.572230014025245e-05
782,6.580645161290322e-05
783,6.5890603085554e-05
784,6.597475455820475e-05
785,6.605890603085554e-05
786,6.61430575035063e-05
787,6.622720897615707e-05
788,6.631136044880785e-05
789,6.639551192145861e-05
790,6.647966339410939e-05
791,6.656381486676016e-05
792,6.664796633941093e-05
793,6.673211781206171e-05
794,6.681626928471247e-05
795,6.690042075736325e-05
796,6.698457223001402e-05
797,6.706872370266479e-05
798,6.715287517531557e-05
799,6.723702664796632e-05
800,6.732117812061711e-05
801,6.740532959326788e-05
802,6.748948106591864e-05
803,6.757363253856943e-05
804,6.765778401122018e-05
805,6.774193548387096e-05
806,6.782608695652173e-05
807,6.79102384291725e-05
808,6.799438990182328e-05
809,6.807854137447404e-05
810,6.816269284712482e-05
811,6.824684431977559e-05
812,6.833099579242636e-05
813,6.841514726507714e-05
814,6.84992987377279e-05
815,6.858345021037868e-05
816,6.866760168302945e-05
817,6.875175315568022e-05
818,6.8835904628331e-05
819,6.892005610098175e-05
820,6.900420757363254e-05
821,6.90883590462833e-05
822,6.917251051893407e-05
823,6.925666199158486e-05
824,6.934081346423561e-05
825,6.94249649368864e-05
826,6.950911640953716e-05
827,6.959326788218793e-05
828,6.96774193548387e-05
829,6.976157082748947e-05
830,6.984572230014025e-05
831,6.992987377279102e-05
832,7.001402524544179e-05
833,7.009817671809256e-05
834,7.018232819074333e-05
835,7.02664796633941e-05
836,7.035063113604488e-05
837,7.043478260869565e-05
838,7.051893408134641e-05
839,7.060308555399718e-05
840,7.068723702664795e-05
841,7.077138849929873e-05
842,7.08555399719495e-05
843,7.093969144460027e-05
844,7.102384291725104e-05
845,7.110799438990181e-05
846,7.119214586255259e-05
847,7.127629733520336e-05
848,7.136044880785413e-05
849,7.14446002805049e-05
850,7.152875175315567e-05
851,7.161290322580645e-05
852,7.169705469845722e-05
853,7.178120617110799e-05
854,7.186535764375876e-05
855,7.194950911640952e-05
856,7.20336605890603e-05
857,7.211781206171108e-05
858,7.220196353436184e-05
859,7.228611500701261e-05
860,7.237026647966338e-05
861,7.245441795231416e-05
862,7.253856942496493e-05
863,7.26227208976157e-05
864,7.270687237026647e-05
865,7.279102384291724e-05
866,7.287517531556802e-05
867,7.295932678821879e-05
868,7.304347826086956e-05
869,7.312762973352033e-05
870,7.32117812061711e-05
871,7.329593267882188e-05
872,7.338008415147265e-05
873,7.346423562412342e-05
874,7.354838709677418e-05
875,7.363253856942495e-05
876,7.371669004207574e-05
877,7.38008415147265e-05
878,7.388499298737727e-05
879,7.396914446002804e-05
880,7.405329593267881e-05
881,7.413744740532958e-05
882,7.422159887798036e-05
883,7.430575035063113e-05
884,7.43899018232819e-05
885,7.447405329593267e-05
886,7.455820476858344e-05
887,7.464235624123422e-05
888,7.472650771388499e-05
889,7.481065918653576e-05
890,7.489481065918653e-05
891,7.49789621318373e-05
892,7.506311360448808e-05
893,7.514726507713885e-05
894,7.523141654978961e-05
895,7.53155680224404e-05
896,7.539971949509117e-05
897,7.548387096774192e-05
898,7.556802244039269e-05
899,7.565217391304347e-05
900,7.573632538569424e-05
901,7.582047685834501e-05
902,7.590462833099579e-05
903,7.598877980364656e-05
904,7.607293127629733e-05
905,7.615708274894811e-05
906,7.624123422159888e-05
907,7.632538569424964e-05
908,7.64095371669004e-05
909,7.649368863955119e-05
910,7.657784011220196e-05
911,7.666199158485272e-05
912,7.67461430575035e-05
913,7.683029453015427e-05
914,7.691444600280504e-05
915,7.699859747545583e-05
916,7.70827489481066e-05
917,7.716690042075735e-05
918,7.725105189340812e-05
919,7.73352033660589e-05
920,7.741935483870967e-05
921,7.750350631136044e-05
922,7.758765778401122e-05
923,7.767180925666199e-05
924,7.775596072931276e-05
925,7.784011220196353e-05
926,7.792426367461431e-05
927,7.800841514726506e-05
928,7.809256661991583e-05
929,7.817671809256662e-05
930,7.826086956521738e-05
931,7.834502103786815e-05
932,7.842917251051892e-05
933,7.85133239831697e-05
934,7.859747545582047e-05
935,7.868162692847124e-05
936,7.876577840112202e-05
937,7.884992987377278e-05
938,7.893408134642355e-05
939,7.901823281907432e-05
940,7.91023842917251e-05
941,7.918653576437587e-05
942,7.927068723702664e-05
943,7.935483870967742e-05
944,7.943899018232819e-05
945,7.952314165497896e-05
946,7.960729312762974e-05
947,7.96914446002805e-05
948,7.977559607293126e-05
949,7.985974754558203e-05
950,7.994389901823281e-05
951,8.002805049088358e-05
952,8.011220196353435e-05
953,8.019635343618513e-05
954,8.02805049088359e-05
955,8.036465638148667e-05
956,8.044880785413745e-05
957,8.053295932678821e-05
958,8.061711079943898e-05
959,8.070126227208975e-05
960,8.078541374474053e-05
961,8.08695652173913e-05
962,8.095371669004207e-05
963,8.103786816269285e-05
964,8.112201963534362e-05
965,8.120617110799439e-05
966,8.129032258064517e-05
967,8.137447405329592e-05
968,8.145862552594669e-05
969,8.154277699859746e-05
970,8.162692847124824e-05
971,8.171107994389901e-05
972,8.179523141654978e-05
973,8.187938288920056e-05
974,8.196353436185133e-05
975,8.20476858345021e-05
976,8.213183730715287e-05
977,8.221598877980364e-05
978,8.230014025245441e-05
979,8.238429172510518e-05
980,8.246844319775596e-05
981,8.255259467040673e-05
982,8.26367461430575e-05
983,8.272089761570826e-05
984,8.280504908835905e-05
985,8.288920056100982e-05
986,8.297335203366058e-05
987,8.305750350631134e-05
988,8.314165497896212e-05
989,8.322580645161289e-05
990,8.330995792426366e-05
991,8.339410939691444e-05
992,8.347826086956521e-05
993,8.356241234221598e-05
994,8.364656381486676e-05
995,8.373071528751753e-05
996,8.38148667601683e-05
997,8.389901823281905e-05
998,8.398316970546984e-05
999,8.40673211781206e-05
1000,8.415147265077137e-05
1001,8.423562412342216e-05
1002,8.431977559607292e-05
1003,8.44039270687237e-05
1004,8.448807854137448e-05
1005,8.457223001402524e-05
1006,8.465638148667601e-05
1007,8.474053295932677e-05
1008,8.482468443197755e-05
1009,8.490883590462832e-05
1010,8.499298737727909e-05
1011,8.507713884992987e-05
1012,8.516129032258064e-05
1013,8.524544179523141e-05
1014,8.532959326788219e-05
1015,8.541374474053296e-05
1016,8.549789621318373e-05
1017,8.558204768583448e-05
1018,8.566619915848527e-05
1019,8.575035063113603e-05
1020,8.58345021037868e-05
1021,8.591865357643759e-05
1022,8.600280504908835e-05
1023,8.608695652173912e-05
1024,8.61711079943899e-05
1025,8.625525946704067e-05
1026,8.633941093969144e-05
1027,8.64235624123422e-05
1028,8.650771388499298e-05
1029,8.659186535764375e-05
1030,8.667601683029452e-05
1031,8.676016830294529e-05
1032,8.684431977559607e-05
1033,8.692847124824684e-05
1034,8.70126227208976e-05
1035,8.709677419354839e-05
1036,8.718092566619916e-05
1037,8.726507713884991e-05
1038,8.734922861150068e-05
1039,8.743338008415146e-05
1040,8.751753155680223e-05
1041,8.7601683029453e-05
1042,8.768583450210378e-05
1043,8.776998597475455e-05
1044,8.785413744740532e-05
